"participant_id","age","sex","society_type","university_degree","education_subject","appear_online_test_2_years","condition","time_question","device_changed_question","browser_changed_question","question_number","answer_correct","cheated_question","cheated_overall","device_changed_overall","browser_changed_overall","test_score","UX_Pragmatic","UX_Hedonic","UX_overall","panas_interested","panas_distressed","panas_excited","panas_upset","panas_strong","panas_guilty","panas_scared","panas_hostile","panas_enthusiastic","panas_proud","panas_irritable","panas_alert","panas_ashamed","panas_inspired","panas_nervous","panas_determined","panas_attentive","panas_jittery","panas_active","panas_afraid","positive_emotion","negative_emotion","self_efficacy","preference_for_message","correct_interpretation","not_noticed","reminded_honesty","determined_not_to_cheat","distracted","stopped_cheating","incentivised_to_look_online","no_impact","focussed_on_solving_questions","neutral_impact","feeling_watched","feeling_uncomfortable","feeling_disappointed","feeling_concerned","feeling_stressed","feeling_silly","feeling_criticised","feeling_sad","feeling_guilty","feeling_panicked","feeling_scared","feeling_worried","feeling_anxious","feeling_nervous","feeling_alerted","feeling_warned","feeling_cautious","feeling_rushed","feeling_annoyed","feeling_threatened","feeling_invaded","feeling_judged","feeling_untrusted","feeling_confused","feeling_bluffed","feeling_wasted","feeling_safe","feeling_relaxed","feeling_aware","feeling_normal","feeling_disciplined","feeling_motivated","feeling_proud","feeling_convinced","positive_views_on_others","negative_views_on_others","neutral_views_on_others","similar_views_on_others"
"P767","35","1","0","1","STEM","31 or above","Monitoring","46","0","0","3","0","0","0","0","0","0","-1","1.75","0.375","5","2","4","1","3","1","1","1","4","3","2","4","2","4","3","4","5","1","4","1","4","1.5","4.5","5","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P774","46","1","0","0","Arts","31 or above","Monitoring","35","0","0","3","0","0","0","0","0","0","1.25","1.75","1.5","5","1","4","1","5","1","1","1","5","4","1","4","1","4","1","4","4","1","4","1","4.3","1","4.125","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P748","60","0","0","1","Business","6-10","Warning","91","0","0","3","0","0","0","0","0","0.25","-1.25","0.75","-0.25","5","2","4","2","1","2","1","2","3","1","2","4","2","2","3","3","4","5","4","1","3.1","2.2","2.125","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P743","54","0","0","0","Social","6-10","Monitoring","105","0","0","3","1","0","0","0","0","0.25","-2.25","0","-1.125","2","5","1","1","1","1","1","1","2","1","3","5","1","1","1","3","5","1","5","3","2.6","1.8","2.25","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P760","20","1","0","0","STEM","21-30","Monitoring","77","0","0","3","0","0","0","0","0","0","0.25","0","0.125","4","3","4","2","3","3","4","2","3","3","2","2","2","2","2","3","3","4","3","3","3","2.7","3.5","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P768","32","0","0","0","Other","21-30","Warning","52","0","0","3","0","0","0","0","0","0","-2.5","0.75","-0.875","2","4","1","2","1","1","1","2","2","1","3","3","1","1","3","3","3","2","2","2","1.9","2.1","2.875","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P754","38","0","0","1","Business","1-5","Monitoring","96","0","0","3","0","0","0","0","0","0","2","1","1.5","4","2","3","2","3","2","3","2","4","3","3","3","2","3","4","3","4","4","4","3","3.4","2.7","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P806","56","0","0","1","Arts","None","Warning","125","0","0","3","0","0","0","0","0","0","-3","-1.5","-2.25","5","5","4","4","1","1","5","1","5","1","5","5","5","1","5","4","5","5","5","5","3.6","4.1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P765","56","1","0","1","STEM","None","Control","67","0","0","3","0","0","0","0","0","0","0.75","0.75","0.75","4","2","4","1","5","1","1","1","4","1","1","4","1","3","2","4","4","1","4","1","3.7","1.2","4.125","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P756","37","0","0","0","STEM","1-5","Warning","106","0","0","3","0","0","0","0","0","0","2.25","1","1.625","4","3","2","1","1","3","2","1","2","1","2","3","1","1","4","4","4","5","1","2","2.3","2.4","1.75","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P726","19","0","0","0","Business","None","Control","124","0","0","3","0","0","0","0","0","0","1.5","3","2.25","5","1","5","1","5","1","2","1","5","4","2","5","1","5","2","5","5","1","1","1","4.5","1.3","3.875","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P714","56","0","0","0","Business","6-10","Control","191","0","0","3","0","0","0","0","0","0","-0.75","2.25","0.75","5","2","4","2","5","1","2","1","5","2","2","5","2","5","2","5","5","2","4","2","4.5","1.8","3.375","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P734","63","0","0","0","Social","31 or above","Honor code reminder","146","0","0","3","0","0","0","0","0","0","-1.5","0","-0.75","4","2","3","3","1","1","2","1","2","1","2","3","1","2","3","3","4","2","3","2","2.6","1.9","2.875","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P766","63","1","0","0","STEM","1-5","Warning","71","0","0","3","0","1","1","0","0","0","1.75","1.25","1.5","5","3","2","2","1","1","2","1","4","2","1","5","1","2","3","4","5","2","3","3","3.3","1.9","3.875","4","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P758","23","1","0","1","Business","1-5","Warning","106","0","0","3","0","0","0","0","0","0","0","0","0","4","3","4","1","1","1","1","1","2","1","2","4","1","3","2","3","4","1","4","1","3","1.4","2.5","3","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P793","45","1","0","0","","None","Control","13","0","0","3","0","0","0","0","0","0","-1","0.75","-0.125","2","3","3","1","1","1","1","3","3","3","3","3","3","3","3","3","3","1","2","2","2.6","2.1","2.625","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P742","20","1","0","0","STEM","1-5","Honor code reminder","139","0","0","3","0","0","0","0","0","0","-1.25","1.25","0","4","3","2","1","1","1","1","1","2","2","3","3","1","3","3","4","4","2","2","1","2.7","1.7","3.875","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P752","38","0","1","0","Other","None","Honor code reminder","130","0","0","3","0","0","0","0","0","0.25","-1","2.5","0.75","5","3","5","3","3","1","1","1","5","2","2","5","1","4","2","4","5","2","4","1","4.2","1.7","2","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P772","55","1","0","1","Social","None","Monitoring","78","0","0","3","0","0","0","0","0","0","2.25","0.75","1.5","4","2","3","1","3","1","1","1","4","2","1","5","1","2","4","4","5","2","5","1","3.7","1.5","2.875","4","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"P791","37","1","0","0","Arts","31 or above","Warning","18","0","0","3","0","0","0","0","0","0","-1","-0.25","-0.625","2","1","2","1","1","1","1","1","1","1","3","3","1","1","1","1","3","1","2","1","1.7","1.2","2.875","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P749","49","1","0","1","Business","1-5","Warning","128","0","0","3","0","0","0","0","0","0","-1.25","-2.25","-1.75","3","1","2","1","1","1","1","2","2","1","3","2","1","1","1","3","2","1","2","1","1.9","1.3","3.125","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P762","44","0","0","1","Social","11-20","Warning","109","0","0","3","0","0","0","0","0","0","-3","-1.5","-2.25","4","3","2","4","2","1","1","1","3","3","3","3","4","3","3","4","4","4","4","3","3.2","2.7","3","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P755","53","1","0","0","STEM","31 or above","Honor code reminder","128","0","0","3","0","0","0","0","0","0","0.25","1.5","0.875","4","1","4","1","3","1","1","1","4","3","1","3","1","4","1","4","5","1","4","1","3.8","1","3.875","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P718","62","0","0","0","Social","1-5","Monitoring","197","0","0","3","0","0","0","0","0","0","-0.5","2","0.75","5","2","4","2","3","4","4","1","4","2","2","5","2","4","5","4","4","4","4","4","3.9","3","2.125","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P776","51","1","0","0","Business","6-10","Monitoring","78","0","0","3","0","0","0","0","0","0","0","1.25","0.625","4","1","3","1","3","1","1","1","4","3","1","5","2","5","1","5","5","1","4","1","4.1","1.1","2.875","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"P739","61","0","0","1","Arts","None","Monitoring","159","0","0","3","0","0","0","0","0","0","-1","0.5","-0.25","5","1","3","2","2","1","2","1","3","2","4","4","1","2","3","3","5","4","4","3","3.3","2.2","2.125","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P751","49","0","0","1","Social","6-10","Control","140","0","0","3","0","0","0","0","0","0","0.5","2.25","1.375","5","3","5","1","4","1","1","2","5","2","2","5","1","4","2","5","5","2","4","2","4.4","1.7","4","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P779","58","1","0","1","STEM","1-5","Monitoring","81","0","0","3","0","0","0","0","0","0","-2","-1.75","-1.875","1","2","1","3","2","3","3","5","2","1","5","2","3","1","1","2","2","2","2","1","1.6","2.8","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P783","57","0","0","0","Arts","None","Honor code reminder","72","0","0","3","0","0","0","0","0","0","1.25","1","1.125","5","2","3","1","2","1","1","1","3","2","1","4","1","3","2","3","4","2","3","1","3.2","1.3","3.25","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"P778","23","1","0","0","Business","1-5","Honor code reminder","93","0","0","3","0","0","0","0","0","0.25","2.5","2.25","2.375","5","1","4","1","3","1","1","1","4","4","1","5","1","4","2","5","5","1","3","1","4.2","1.1","4.25","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P773","40","1","0","1","STEM","31 or above","Control","107","0","0","3","0","1","1","0","0","0.25","-2","0","-1","4","5","4","2","3","1","1","1","4","5","2","4","1","4","1","5","4","1","1","1","3.8","1.6","3.625","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P794","56","1","0","0","Healthcare","31 or above","Honor code reminder","44","0","0","3","0","0","0","0","0","0","1","0","0.5","4","1","2","1","2","3","2","1","4","1","1","3","2","4","2","3","4","2","3","1","3","1.6","1.75","4","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"P777","55","0","0","0","Business","None","Honor code reminder","91","0","0","3","0","0","0","0","0","0","-0.25","1","0.375","4","3","4","4","3","1","2","3","2","1","4","3","4","2","2","3","3","3","3","1","2.8","2.7","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"P750","19","1","0","1","STEM","11-20","Control","142","0","0","3","0","0","0","0","0","0","1.25","1","1.125","5","2","4","1","2","1","1","1","4","3","1","2","1","3","3","4","4","2","4","1","3.5","1.4","4.25","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P763","41","0","0","0","Social","6-10","Warning","151","0","0","3","0","0","0","0","0","0","1.5","-1","0.25","5","1","2","1","4","1","1","1","4","2","1","4","1","2","2","4","4","3","3","1","3.4","1.3","3.25","3","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P782","22","1","0","0","Other","31 or above","Control","90","0","0","3","0","0","0","0","0","0","0.75","-0.5","0.125","3","1","2","1","1","1","1","2","1","1","1","1","1","1","1","3","3","1","1","1","1.7","1.1","3.875","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P788","24","1","0","1","STEM","None","Warning","73","0","0","3","0","0","0","0","0","0.25","2.5","0.25","1.375","5","2","2","1","1","1","1","1","4","1","1","4","1","1","5","5","5","5","5","4","3.3","2.2","3.625","4","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P789","34","0","0","1","Other","31 or above","Monitoring","71","0","0","3","0","0","0","0","0","0","1.75","0.5","1.125","2","4","2","1","1","2","4","3","1","1","3","1","2","1","3","1","1","3","2","3","1.3","2.8","2.625","3","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P781","21","0","0","1","STEM","6-10","Monitoring","101","0","0","3","0","0","0","0","0","0","-0.75","0.75","0","3","2","3","1","3","1","1","1","1","1","2","3","1","4","1","4","5","3","4","1","3.1","1.4","2.75","4","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P785","69","1","0","0","Arts","1-5","Control","86","0","0","3","0","0","0","0","0","0","0","0.25","0.125","4","1","3","1","3","1","1","1","4","3","1","3","1","3","1","4","4","1","4","1","3.5","1","2.75","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P797","19","1","0","1","STEM","None","Honor code reminder","60","0","0","3","0","0","0","0","0","0","-1.75","-2","-1.875","3","4","2","2","1","4","4","1","2","1","2","4","3","3","4","3","4","4","4","4","2.7","3.2","2.125","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"P780","57","0","0","0","Business","None","Honor code reminder","109","0","0","3","0","0","0","0","0","0","-2","-0.5","-1.25","3","2","1","2","1","1","1","2","1","1","2","3","2","1","2","2","3","1","2","1","1.8","1.6","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"P784","29","1","1","1","Business","1-5","Honor code reminder","85","0","0","3","0","1","1","0","0","0","1.75","-1","0.375","4","4","2","3","3","1","3","1","2","4","3","5","1","3","4","4","4","3","4","3","3.5","2.6","3.625","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1"
"P800","66","1","0","1","Social","1-5","Control","57","0","0","3","0","0","0","0","0","0","0.25","1.25","0.75","4","2","4","3","3","3","2","2","4","3","2","4","3","4","2","4","4","3","3","2","3.7","2.4","3","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P775","40","0","0","0","Other","None","Monitoring","135","0","0","3","0","0","0","0","0","0","0.75","0","0.375","3","2","3","2","2","2","2","2","2","2","3","2","2","2","3","3","3","3","3","2","2.5","2.3","2","3","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
